uuid,question_type,has_fl_proof?,fl_proof_compiles?,has_nl_proof?,has_soln_description?,soln_description,informal_statement,informal_proof,formal_statement,formal_proof,fl_proof_compilation_REPLerror
072ebbba-a5c0-50b8-ad17-6c5ea209461c,MCQ,yes,yes,no,no,,"The number of real solutions to the equation $\left| {{x}^{2}}-3x+2 \right|+\left| {{x}^{2}}+2x-3 \right|=11$ is (   ).

A: $0$

B: $1$

C: $2$

D: $4$",,"import Mathlib

/- The number of real solutions to the equation $\left| {{x}^{2}}-3x+2 \right|+\left| {{x}^{2}}+2x-3 \right|=11$ is (   ).

A: $0$

B: $1$

C: $2$

D: $4$ -/
theorem algebra_10665 :
    Set.ncard {x : ℝ | abs (x^2 - 3 * x + 2) + abs (x^2 + 2 * x - 3) = 11} = 2 := by","import Mathlib

theorem algebra_10665 :
    Set.ncard {x : ℝ | abs (x^2 - 3 * x + 2) + abs (x^2 + 2 * x - 3) = 11} = 2 := by
  have h1 : {x : ℝ | abs (x^2 - 3 * x + 2) + abs (x^2 + 2 * x - 3) = 11} = 
          { (1 + Real.sqrt 97) / 4, (-6 / 5 : ℝ) } := by
    ext x
    simp only [Set.mem_setOf_eq, Set.mem_insert_iff, Set.mem_singleton_iff, and_imp]
    constructor
    · -- Forward implication: if x is a solution, then it is one of the two numbers.
      intro h
      by_cases h1 : x ≥ 2
      · -- Case 1: x ≥ 2
        rw [abs_of_nonneg (by nlinarith), abs_of_nonneg (by nlinarith)] at h
        have h2 : 2 * x^2 - x - 12 = 0 := by nlinarith
        have h3 : (x - (1 + Real.sqrt 97)/4) * (x - (1 - Real.sqrt 97)/4) = 0 := by
          nlinarith [Real.sqrt_pos.2 (show (0 : ℝ) < (97 : ℝ) by norm_num), Real.sq_sqrt (show (0 : ℝ) ≤ 97 by norm_num)]
        cases' (mul_eq_zero.mp h3) with h4 h5
        · -- Case where x = (1 + sqrt 97)/4
          have hx1 : x = (1 + Real.sqrt 97)/4 := by
            linarith
          left
          exact hx1
        · -- Case x = (1 - sqrt 97)/4
          have hx2 : x = (1 - Real.sqrt 97)/4 := by
            linarith
          nlinarith [Real.sqrt_pos.2 (show (0 : ℝ) < (97 : ℝ) by norm_num)]
      · -- Case 2: x < 2
        by_cases h2 : x ≥ 1
        · -- Case 2a: 1 ≤ x < 2
          rw [abs_of_nonpos (by nlinarith), abs_of_nonneg (by nlinarith)] at h
          have h3 : 5 * x = 16 := by nlinarith
          nlinarith
        · -- Case 2b: x < 1
          by_cases h3 : x ≥ -3
          · -- Case 2b1: -3 ≤ x < 1
            rw [abs_of_nonneg (by nlinarith), abs_of_nonpos (by nlinarith)] at h
            have hx1 : x = (-6 / 5 : ℝ) := by
              nlinarith
            right
            exact hx1
          · -- Case 2b2: x < -3
            rw [abs_of_nonneg (by nlinarith), abs_of_nonneg (by nlinarith)] at h
            nlinarith [Real.sqrt_pos.2 (show (0 : ℝ) < (97 : ℝ) by norm_num), Real.sq_sqrt (show (0 : ℝ) ≤ 97 by norm_num)]
    · -- Backward implication: the two numbers satisfy the equation.
      rintro (rfl | rfl)
      · -- Check first solution
        have h1 : ( (1 + Real.sqrt 97)/4 : ℝ) ≥ 2 := by
          nlinarith [Real.sqrt_pos.2 (show (0 : ℝ) < (97 : ℝ) by norm_num), Real.sq_sqrt (show (0 : ℝ) ≤ 97 by norm_num)]
        rw [abs_of_nonneg (by nlinarith [Real.sqrt_pos.2 (show (0 : ℝ) < (97 : ℝ) by norm_num), Real.sq_sqrt (show (0 : ℝ) ≤ 97 by norm_num)]), 
            abs_of_nonneg (by nlinarith [Real.sqrt_pos.2 (show (0 : ℝ) < (97 : ℝ) by norm_num), Real.sq_sqrt (show (0 : ℝ) ≤ 97 by norm_num)])] 
        nlinarith [Real.sqrt_pos.2 (show (0 : ℝ) < (97 : ℝ) by norm_num), Real.sq_sqrt (show (0 : ℝ) ≤ 97 by norm_num)]
      · -- Check second solution
        have h2 : (-6 / 5 : ℝ) ≥ -3 := by norm_num
        rw [abs_of_nonneg (by nlinarith), abs_of_nonpos (by nlinarith)]
        nlinarith
  rw [h1]
  rw [Set.ncard_pair (by 
    intro h
    have h1 : (1 + Real.sqrt 97) / 4 = (-6 / 5 : ℝ) := h
    nlinarith [Real.sqrt_pos.2 (show (0 : ℝ) < (97 : ℝ) by norm_num), Real.sq_sqrt (show (0 : ℝ) ≤ 97 by norm_num)]
  )]
  all_goals norm_num",
faaedf1a-8d4c-59a7-afcb-df0934993423,proof,no,,no,no,,"$a$ and $b$ are rationals. Show that if $ax^2 + by^2 = 1$ has a rational solution (in $x$ and $y$), then it must have infinitely many.",,"import Mathlib

/- $a$ and $b$ are rationals. Show that if $ax^2 + by^2 = 1$ has a rational solution (in $x$ and $y$), then it must have infinitely many. -/
theorem number_theory_45551 {a b : ℚ} (h : ∃ x y : ℚ, a * x ^ 2 + b * y ^ 2 = 1) :
    Set.Infinite {(x, y) : ℚ × ℚ | a * x ^ 2 + b * y ^ 2 = 1} := by",,
467f0a18-0e7e-58fe-ae9e-49ade6acc459,proof,yes,yes,no,yes,"Instruction. Transform the left side of the equality to be proved:

$$
\begin{aligned}
(a+b+c)(a-b+c) & =(a+c)^{2}-b^{2}=a^{2}+2 a c+c^{2}-b^{2}= \\
& =a^{2}+b^{2}+c^{2}
\end{aligned}
$$

since

$$
2 a c=2 b^{2}
$$","384. Prove that if three numbers $a, b, c$ form a geometric progression, then

$$
(a+b+c)(a-b+c)=a^{2}+b^{2}+c^{2}
$$",,"import Mathlib

/- 384. Prove that if three numbers $a, b, c$ form a geometric progression, then

$$
(a+b+c)(a-b+c)=a^{2}+b^{2}+c^{2}
$$ -/
theorem algebra_277781 {a b c : ℝ} (h : ∃ r, b = a * r ∧ c = b * r) :
    (a + b + c) * (a - b + c) = a ^ 2 + b ^ 2 + c ^ 2 := by","import Mathlib

theorem algebra_277781 {a b c : ℝ} (h : ∃ r, b = a * r ∧ c = b * r) :
    (a + b + c) * (a - b + c) = a ^ 2 + b ^ 2 + c ^ 2 := by
  rcases h with ⟨r, h1, h2⟩
  have h3 : c = a * r^2 := by 
    rw [h2, h1]
    ring
  rw [show b = a * r by linarith [h1], show c = a * r^2 by linarith [h3]]
  ring",
6999e4f1-e5f4-5ebf-afc6-dbc7ed3f4561,MCQ,no,,no,yes,"1. The given equation is a quadratic in terms of $\tan x$:
   \[
   \tan^2 x - 9 \tan x + 1 = 0
   \]
   We can solve this quadratic equation using the quadratic formula:
   \[
   \tan x = \frac{-b \pm \sqrt{b^2 - 4ac}}{2a}
   \]
   Here, \(a = 1\), \(b = -9\), and \(c = 1\). Substituting these values into the quadratic formula, we get:
   \[
   \tan x = \frac{9 \pm \sqrt{81 - 4}}{2} = \frac{9 \pm \sqrt{77}}{2}
   \]
   Therefore, the solutions for \(\tan x\) are:
   \[
   \tan x = \frac{9 + \sqrt{77}}{2} \quad \text{and} \quad \tan x = \frac{9 - \sqrt{77}}{2}
   \]

2. We need to find the values of \(x\) in the interval \([0, 2\pi]\) that satisfy these tangent values. Let:
   \[
   \alpha = \arctan \left( \frac{9 + \sqrt{77}}{2} \right) \quad \text{and} \quad \beta = \arctan \left( \frac{9 - \sqrt{77}}{2} \right)
   \]
   The general solutions for \(x\) are:
   \[
   x = \alpha + k\pi \quad \text{and} \quad x = \beta + k\pi \quad \text{for integer } k
   \]

3. We need to find the specific values of \(x\) within the interval \([0, 2\pi]\):
   \[
   x_1 = \alpha, \quad x_2 = \alpha + \pi, \quad x_3 = \beta, \quad x_4 = \beta + \pi
   \]
   These are the four solutions within the given interval.

4. To find the sum of these roots, we add them together:
   \[
   x_1 + x_2 + x_3 + x_4 = \alpha + (\alpha + \pi) + \beta + (\beta + \pi)
   \]
   Simplifying this, we get:
   \[
   x_1 + x_2 + x_3 + x_4 = 2\alpha + 2\beta + 2\pi
   \]

5. Using the identity for the sum of arctangents, we know:
   \[
   \alpha + \beta = \arctan \left( \frac{\frac{9 + \sqrt{77}}{2} + \frac{9 - \sqrt{77}}{2}}{1 - \left( \frac{9 + \sqrt{77}}{2} \right) \left( \frac{9 - \sqrt{77}}{2} \right)} \right)
   \]
   Simplifying the numerator and denominator:
   \[
   \alpha + \beta = \arctan \left( \frac{9}{1 - \left( \frac{81 - 77}{4} \right)} \right) = \arctan \left( \frac{9}{1 - 1} \right) = \arctan (\infty) = \frac{\pi}{2}
   \]

6. Therefore:
   \[
   2\alpha + 2\beta = 2 \left( \frac{\pi}{2} \right) = \pi
   \]

7. Finally, the sum of the roots is:
   \[
   x_1 + x_2 + x_3 + x_4 = \pi + 2\pi = 3\pi
   \]

The final answer is \(\boxed{3\pi}\)","Find the sum of the roots of $\tan^2x-9\tan x+1=0$ that are between $x=0$ and $x=2\pi$ radians.

$ \textbf{(A)}\ \frac{\pi}{2} \qquad\textbf{(B)}\ \pi \qquad\textbf{(C)}\ \frac{3\pi}{2} \qquad\textbf{(D)}\ 3\pi \qquad\textbf{(E)}\ 4\pi $",,"import Mathlib

open Real Set
open scoped Real

/- Find the sum of the roots of $\tan^2x-9\tan x+1=0$ that are between $x=0$ and $x=2\pi$ radians.

$ \textbf{(A)}\ \frac{\pi}{2} \qquad\textbf{(B)}\ \pi \qquad\textbf{(C)}\ \frac{3\pi}{2} \qquad\textbf{(D)}\ 3\pi \qquad\textbf{(E)}\ 4\pi $ -/
theorem algebra_83550 :
  ∑ᶠ x ∈ {x : ℝ | x ∈ Ioo 0 (2 * π) ∧ tan x ^ 2 - 9 * tan x + 1 = 0}, x = 3 * π := by",,
f1467802-4a08-57c0-b27d-c70df2fdcfce,math-word-problem,yes,yes,no,no,,Find the smallest positive multiple of $77$ such that its last four digits (from left to right) are $2020$.,,"import Mathlib

/- Find the smallest positive multiple of $77$ such that its last four digits (from left to right) are $2020$. -/
theorem number_theory_13833 :
  IsLeast {n | 0 < n ∧ 77 ∣ n ∧ (n % 10000) = 2020} 482020 := by","import Mathlib

theorem number_theory_13833 :
  IsLeast {n | 0 < n ∧ 77 ∣ n ∧ (n % 10000) = 2020} 482020 := by
  constructor
  · -- Verify that 482020 is in the set.
    constructor
    · -- Show that 482020 is positive
      norm_num
    constructor
    · -- Show that 482020 is divisible by 77
      norm_num
    · -- Show that the last four digits of 482020 are 2020
      norm_num
  · -- Now show that 482020 is the smallest such number
    intro n hn
    rcases hn with ⟨hnpos, hndiv77, hnn2020⟩
    omega",
029da37f-e4ec-5437-a6c3-4015a483c9e5,math-word-problem,yes,yes,no,yes,"Let's combine both given conditions and obtain the following statement: ""In the first and second boxes, there are $6+10$ kg fewer nuts than in the first, second, and two-thirds of the third box."" From this, it follows that in two-thirds of the third box, there are 16 kg of nuts, which means that in the third box, there are 8 kg of nuts.

## Answer

8 kg.","There are nuts in three boxes. In the first box, there are 6 kg fewer nuts than in the other two together. And in the second box, there are 10 kg fewer nuts than in the other two together. How many nuts are in the third box?",,"import Mathlib

/- There are nuts in three boxes. In the first box, there are 6 kg fewer nuts than in the other two together. And in the second box, there are 10 kg fewer nuts than in the other two together. How many nuts are in the third box? -/
theorem algebra_217687 {x y z : ℝ} (h1 : x + 6 = y + z) (h2 : y + 10 = x + z) :
    z = 8 := by","import Mathlib

theorem algebra_217687 {x y z : ℝ} (h1 : x + 6 = y + z) (h2 : y + 10 = x + z) :
    z = 8 := by
  linarith",
67065f10-2894-531b-b62b-f46a58f291e4,math-word-problem,no,,no,yes,"Solve for $\frac{1}{8}, 36$.
Method 1 Let $\sqrt{x}=t$, then $x=t^{2}$, and $t \in(2, \sqrt{b})$, so the solution set of the inequality $a t^{2}-t+\frac{3}{2}a x+\frac{3}{2}$ is $(4, b)$. This means the graphs of the two functions $y_{1}=\sqrt{x}, y_{2}=$ $a x+\frac{3}{2}$ intersect in the same coordinate system.
Let the intersection points of the two function graphs be $A, B$, then $A(4,2), B(b, \sqrt{b})$, so $2=4 a+\frac{3}{2}, \sqrt{b}=a b+\frac{3}{2}$, solving these gives $a=\frac{1}{8}, b=36$.","2. If the solution set of the inequality $\sqrt{x}>a x+\frac{3}{2}$ is $(4, b)$, then the real number $a=$ $\qquad$ , $b=$ $\qquad$ -",,"import Mathlib

open Real Set
open scoped BigOperators

/- 2. If the solution set of the inequality $\sqrt{x}>a x+\frac{3}{2}$ is $(4, b)$, then the real number $a=$ $\qquad$ , $b=$ $\qquad$ - -/
theorem inequalities_252280 {a b : ℝ} (ha : 0 < a) (hb : 0 < b)
  (h : ∀ x, sqrt x > a * x + 3 / 2 ↔ x ∈ Ioo 4 b) :
  a = 1 / 8 ∧ b = 36 := by",,
e6928396-468a-558a-b9e3-251cf1a4df8a,math-word-problem,yes,yes,no,yes,"Solution to Exercise 2 The quantity we wish to maximize can be rewritten as

$$
\begin{aligned}
\mathcal{S} & =\left(x^{2}+y^{2}+z^{2}\right)+\left((x y)^{2}+(y z)^{2}+(z x)^{2}\right)-6 x y z \\
& =(x+y+z)^{2}-2(x y+y z+z x)+(x y+y z+z x)^{2}-2 x y z(x+y+z)-6 x y z \\
& =1-2(x y+y z+z x)+(x y+y z+z x)^{2}-8 x y z \\
& =(x y+y z+z x-1)^{2}-8 x y z
\end{aligned}
$$

Since $0 \leqslant x y+y z+z x \leqslant(x+y+z)^{2} / 2=1 / 2$, we deduce that $\mathcal{S} \leqslant 1$. Conversely, if $x=y=0$ and $z=1$, we have $\mathcal{S}=1$, which concludes the proof.","Exercise 2. Let $x, y$ and $z$ be three real numbers such that $0 \leqslant x \leqslant y \leqslant z$ and $x+y+z=1$. Find the maximum value that the expression

$$
(x-y z)^{2}+(y-z x)^{2}+(z-x y)^{2}
$$

can take.",,"import Mathlib

open Real Set
open scoped BigOperators

/- Exercise 2. Let $x, y$ and $z$ be three real numbers such that $0 \leqslant x \leqslant y \leqslant z$ and $x+y+z=1$. Find the maximum value that the expression

$$
(x-y z)^{2}+(y-z x)^{2}+(z-x y)^{2}
$$

can take. -/
theorem algebra_291267 :
  IsGreatest {t : ℝ | ∃ x y z, 0 ≤ x ∧ x ≤ y ∧ y ≤ z ∧ x + y + z = 1 ∧ t = (x - y * z)^2 + (y - z * x)^2 + (z - x * y)^2} 1 := by","import Mathlib

open Real Set
open scoped BigOperators

theorem algebra_291267 :
  IsGreatest {t : ℝ | ∃ x y z, 0 ≤ x ∧ x ≤ y ∧ y ≤ z ∧ x + y + z = 1 ∧ t = (x - y * z)^2 + (y - z * x)^2 + (z - x * y)^2} 1 := by
  constructor
  · -- Show that 1 belongs to the set
    use 0, 0, 1
    norm_num
  · -- Show that for all t in the set, t ≤ 1
    intro t ht
    rcases ht with ⟨x, y, z, h0, h1, h2, h3, ht⟩
    nlinarith [sq_nonneg (x - y), sq_nonneg (y - z), sq_nonneg (z - x),
      sq_nonneg (x - 0), sq_nonneg (y - x), sq_nonneg (z - y),
      mul_nonneg (show 0 ≤ x by linarith) (show 0 ≤ y - x by linarith),
      mul_nonneg (show 0 ≤ y by linarith) (show 0 ≤ z - y by linarith),
      mul_nonneg (show 0 ≤ z by linarith) (show 0 ≤ 1 - z by nlinarith)]",
09785b2a-e514-5ec2-9575-6f04e8cbc73f,math-word-problem,yes,yes,no,yes,"30. Zeros will result from multiplying by $5, 10, 15, 20$ and 30.

Multiplying by 25 will add two zeros. Thus, the entire product will end with seven zeros.","30. How many zeros does the product of all integers from 1 to 30 inclusive end with?

## Problems for the sixth grade",,"import Mathlib

/- 30. How many zeros does the product of all integers from 1 to 30 inclusive end with?

## Problems for the sixth grade -/
theorem number_theory_104782 : (Nat.factorial 30) % 10^7 = 0 ∧ ¬(Nat.factorial 30) % 10^8 = 0 := by","import Mathlib

theorem number_theory_104782 : (Nat.factorial 30) % 10^7 = 0 ∧ ¬(Nat.factorial 30) % 10^8 = 0 := by
  native_decide",
1f8890c9-6556-5337-ac45-6258f1e15f8d,math-word-problem,no,,no,yes,$\begin{array}{l}\text { 7. } \frac{1}{2017} \cdot \\ \text { From } 2016! \equiv -1 \equiv 2016(\bmod 2017) \\ \Rightarrow 2017!2016(2015!-1) \\ \Rightarrow 2017 \text { ! } 2015!-1) \\ \Rightarrow\left\{\frac{2015!}{2017}\right\}=\frac{1}{2017} .\end{array}$,"7. Let $[x]$ denote the greatest integer not exceeding the real number $x$, and $\{x\}=x-[x]$. Then
$$
\left\{\frac{2015!}{2017}\right\}=
$$
$\qquad$",,"import Mathlib

/- 7. Let $[x]$ denote the greatest integer not exceeding the real number $x$, and $\{x\}=x-[x]$. Then
$$
\left\{\frac{2015!}{2017}\right\}=
$$
$\qquad$ -/
theorem number_theory_311321 : (Nat.factorial 2015 % 2017 : ℝ) / 2017 = 1 / 2017 := by",,
445c1e90-0ab0-5385-a323-759396106613,math-word-problem,no,,no,no,,"Given that $x$ and $y$ are both non-negative integers, and $70x + 110y = 4000$, find the minimum possible value of $x + y$.",,"import Mathlib

/- Given that $x$ and $y$ are both non-negative integers, and $70x + 110y = 4000$, find the minimum possible value of $x + y$. -/
theorem algebra_2996 : IsLeast {n | ∃ x y : ℕ, x * 70 + y * 110 = 4000 ∧ n = x + y} 12 := by",,
77daf154-b8f9-5ef7-9236-a582d2b703fd,MCQ,yes,yes,no,yes,"Calculating by determining each product first,

$$
6 \times 100000+8 \times 1000+6 \times 100+7 \times 1=600000+8000+600+7=608607
$$

ANsWER: $(\mathrm{C})$","The value of $6 \times 100000+8 \times 1000+6 \times 100+7 \times 1$ is
(A) 6867
(B) 608067
(C) 608607
(D) 6008607
(E) 600000867",,"import Mathlib

/- The value of $6 \times 100000+8 \times 1000+6 \times 100+7 \times 1$ is
(A) 6867
(B) 608067
(C) 608607
(D) 6008607
(E) 600000867 -/
theorem algebra_283806 : 6 * 100000 + 8 * 1000 + 6 * 100 + 7 * 1 = 608607 := by","import Mathlib

theorem algebra_283806 : 6 * 100000 + 8 * 1000 + 6 * 100 + 7 * 1 = 608607 := by
  norm_num",
9afe3fc7-c81b-54b4-a662-becab91b3e7a,proof,no,,no,no,,Prove that the function $f(x) = \frac{x^2 + x + 1}{x^2 + 2x + 1}$ does not have a maximum value for $x \in \mathbb{R}$.,,"import Mathlib

open Real Set
open scoped BigOperators

/- Prove that the function $f(x) = \frac{x^2 + x + 1}{x^2 + 2x + 1}$ does not have a maximum value for $x \in \mathbb{R}$. -/
theorem algebra_5657 : ¬ ∃ b : ℝ, IsGreatest {x | ∃ t : ℝ, x = (t^2 + t + 1)/(t^2 + 2*t + 1)} b :=
",,
a0384ca6-939b-518a-8e3f-22367277e459,math-word-problem,no,,no,no,,"Let $f$ be a differentiable function on the interval $[0,1]$. Suppose there exist $\alpha, x_0 \in (0,1)$ such that $f(\alpha) = 0$ and $f(x_0) = -0.0001$. Additionally, assume that $|f'(x)| \ge 2$ for all $x \in [0,1]$. Determine the smallest upper bound on $|\alpha - x_0|$ for all such functions $f$.",,"import Mathlib

open Real Set
open scoped BigOperators

/- Let $f$ be a differentiable function on the interval $[0,1]$. Suppose there exist $\alpha, x_0 \in (0,1)$ such that $f(\alpha) = 0$ and $f(x_0) = -0.0001$. Additionally, assume that $|f'(x)| \ge 2$ for all $x \in [0,1]$. Determine the smallest upper bound on $|\alpha - x_0|$ for all such functions $f$. -/
theorem calculus_4810 :
  IsLeast {y : ℝ | ∃ f : ℝ → ℝ, DifferentiableOn ℝ f (Icc 0 1) ∧
    ∃ α x0 : ℝ, α ∈ Ioo 0 1 ∧ x0 ∈ Ioo 0 1 ∧ f α = 0 ∧ f x0 = -0.0001 ∧
    ∀ x ∈ Icc 0 1, |deriv f x| ≥ 2 ∧ y = |α - x0|} 0.00005 := by",,
bc8bc341-e0bf-5eab-84e7-76e594d1ee95,math-word-problem,no,,no,no,,"For what value of $a>1$ is

$$
\int_{a}^{a^{2}} \frac{1}{x} \log \frac{x-1}{32} d x
$$

minimum?",,"import Mathlib

open Real

/- For what value of $a>1$ is

$$
\int_{a}^{a^{2}} \frac{1}{x} \log \frac{x-1}{32} d x
$$

minimum? -/
theorem calculus_611100 (f : ℝ → ℝ) (hf : f = fun a => ∫ x in (a)..(a^2), 1 / x * log ((x - 1) / 32)) :
    IsLeast {x | ∃ a, 1 < a ∧ x = f a} (f 3) := by",,
e3b94f77-aa6c-5426-afea-1a594570e88c,math-word-problem,no,,no,yes,"1. Let $P$ be the set of prime numbers under investigation, and first show that $2 \notin P$. The number 2 is the only prime number that is not odd. If $2 \in P$, the sum of all primes in $P$ (an odd number of them) would be even, and the sum of an even number of them would be odd, so the arithmetic mean could not be the odd number 27. Therefore, $2 \notin P$.

Since the number 27 is not a prime number, the set $P$ is not a singleton, and for its largest element $p^{*}$, it holds that $p^{*} > 27$. Now, we will use this obvious fact: The arithmetic mean $A$ of a set of real numbers decreases whenever we add a number smaller than $A$ to the set or remove a number larger than $A$ from the set. Therefore, let's add all the missing prime numbers $p, 2 < p < 27$ to the set $P$ and remove all prime numbers $p, 27 < p < p^{*}$ (if any exist). This gives us a set of nine prime numbers $\left\{3,5,7,11,13,17,19,23, p^{*}\right\}$, for which the arithmetic mean (which may no longer be an integer) satisfies the estimate

$$
\frac{3+5+7+11+13+17+19+23+p^{*}}{9} \leqq 27
$$

(Equality holds if we neither added any prime number nor removed any.) From this, we get $p^{*} \leqq 145$. The largest prime number that satisfies this inequality is 139.

The value $p^{*}=139$ is possible, as shown by the example

$$
P=\{3,5,7,11,13,17,19,29,139\},
$$

which we find when we replace the prime number 23 in the sum $3+5+7+11+13+17+19+23$ with a prime number that is $145-139=6$ larger. (If we had not realized that $2 \notin P$ beforehand, we would have obtained from the inequality

$$
\frac{2+3+5+7+11+13+17+19+23+p^{*}}{10} \leqq 27
$$

the weaker estimate $p^{*} \leqq 170$. Then it would be necessary to rule out the values $p^{*}=167,163,157$, 151,149. In doing so, we would likely realize why $2 \notin P$.)

For $p^{*}=139$, there is one more set $P$ with the required properties. It is an eleven-element set

$$
P=\{3,5,7,11,13,17,19,23,29,31,139\}
$$

For a complete solution, 6 points are awarded. For the reasoning leading to the exclusion of 2, 2 points are awarded, and for providing an example for $p^{*}=139$, 2 points are awarded.",1. The arithmetic mean of several distinct prime numbers is 27. Determine the largest prime number among them.,,"import Mathlib

/- 1. The arithmetic mean of several distinct prime numbers is 27. Determine the largest prime number among them. -/
theorem number_theory_260442 (S : Finset ℕ) (hS : ∀ n ∈ S, Nat.Prime n) (hS1 : ∑ n ∈ S, n = 27 * S.card) :
    S.max = 139 := by",,
7f880cb8-15c6-51ce-99f2-b419818b9dd2,proof,no,,no,yes,"\[
\operatorname{tg} \phi=(1+\sin \alpha \sin \beta) / \cos \alpha \cos \beta. \text{ Let } \sin \phi=(1+\sin \alpha \sin \beta) c, \cos \phi=c \cos \alpha \cos \beta. \text{ Then}
\]

\[
\begin{gathered}
\cos 2 \phi=\cos ^{2} \phi-\sin ^{2} \phi=\cos ^{2} \alpha \cos ^{2} \beta \cdot c^{2}-(1+\sin \alpha \sin \beta)^{2} c^{2}= \\
=c^{2}(\cos \alpha \cos \beta+1+\sin \alpha \sin \beta)(\cos \alpha \cos \beta-1-\sin \alpha \sin \beta)= \\
=c^{2}(\cos (\alpha-\beta)+1)(\cos (\alpha+\beta)-1)
\end{gathered}
\]

The first two factors are non-negative, and the third is non-positive. Therefore, \(\cos 2 \phi\) is non-positive.","[Trigonometric Identities.]

From the condition $\operatorname{tg} \phi=1 / \cos \alpha \cos \beta+\operatorname{tg} \alpha \operatorname{tg} \beta$ derive that $\cos 2 \phi \leq 0$.

#",,"import Mathlib

/- [Trigonometric Identities.]

From the condition $\operatorname{tg} \phi=1 / \cos \alpha \cos \beta+\operatorname{tg} \alpha \operatorname{tg} \beta$ derive that $\cos 2 \phi \leq 0$.

# -/
theorem algebra_204890 (α β φ : ℝ) (h₀ : Real.tan φ = 1 / Real.cos α * Real.cos β + Real.tan α * Real.tan β) :
    Real.cos (2 * φ) ≤ 0 := by",,
b04c96ca-05e1-5eef-93ea-d2834f89f01a,proof,no,,no,yes,"$$
\begin{array}{l}
\frac{a+b-c}{a+b+c}+\frac{b+c-a}{a+b+c}+\frac{c+a-b}{a+b+c}=1 . \\
\text { Then }\left(\frac{a}{a+b-c}\right)^{\frac{c+b-c}{a+b+c}}\left(\frac{b}{b+c-a}\right)^{\frac{b+c-a}{a+b+c}}\left(\frac{c}{c+a-b}\right)^{\frac{c+a-b}{a+b+c}} \\
\leqslant \frac{a+b-c}{a+b+c} \cdot \frac{a}{a+b-c}+\frac{b+c-a}{a+b+c} \cdot \frac{b}{b+c-a}+ \\
\quad \frac{c+a-b}{a+b+c} \cdot \frac{c}{c+a-b} \\
=1 . \\
\text { Hence }\left(\frac{a}{a+b-c}\right)^{a+b-c}\left(\frac{b}{b+c-a}\right)^{b+c-a}\left(\frac{c}{c+a-b}\right)^{c+a-b} \leqslant 1, \\
(a+b-c)^{a+b-c}(b+c-a)^{b+c-a}(c+a-b)^{c+a-b} \\
\geqslant a^{a+b-c} b^{b+c-a} c^{c+a-b} .
\end{array}
$$

To prove the inequality, it suffices to prove
$$
a^{a+b-c} b^{b+c-a} c^{c+a-b} \geqslant a^{b} b^{c} c^{a} .
$$

And equation (1) $\Leftrightarrow a^{a-c} b^{b-a} c^{c-b} \geqslant 1$
$$
\Leftrightarrow a^{a} b^{b} c^{c} \geqslant a^{c} b^{a} c^{b} .
$$

By Example 5, the above equation holds. Therefore, the original inequality is proved.
[Note] In this problem, since the bases and exponents on both sides of the original inequality are different, we first prove
$$
\text { left side } \geqslant a^{a+b-c} b^{b+c-a} c^{c+a-b},
$$

then prove
$$
a^{a+b-c} b^{b+c-a} c^{c+a-b} \geqslant a^{b} b^{c} c^{a} .
$$

It should be noted that Examples 1 to 6 in the text can all be proved by taking the logarithm of both sides and then using the rearrangement inequality, but this method is more direct and simple.","Example 6 Let $a, b, c$ be the lengths of the sides of a triangle. Prove:
$$
\begin{array}{l}
(a+b-c)^{a+b-c}(b+c-a)^{b+c-a}(c+a-b)^{c+a-b} \\
\geqslant a^{b} b^{c} c^{a} .
\end{array}
$$",,"import Mathlib.Geometry.Euclidean.Triangle
open scoped EuclideanGeometry

open scoped EuclideanGeometry

/- Example 6 Let $a, b, c$ be the lengths of the sides of a triangle. Prove:
$$
\begin{array}{l}
(a+b-c)^{a+b-c}(b+c-a)^{b+c-a}(c+a-b)^{c+a-b} \\
\geqslant a^{b} b^{c} c^{a} .
\end{array}
$$ -/
theorem inequalities_322854
  (A B C : EuclideanSpace ℝ (Fin 2))
  (a b c : ℝ)
  (ha : a = dist B C)
  (hb : b = dist A C)
  (hc : c = dist A B)
  (h : a + b > c)
  (h' : b + c > a)
  (h'' : c + a > b) :
  (a + b - c) ^ (a + b - c) * (b + c - a) ^ (b + c - a) *
  (c + a - b) ^ (c + a - b) ≥ a ^ b * b ^ c * c ^ a :=
",,
